incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident description,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001469826,IBERIA,IBERIA,29/12/2020 13:13,,Assigned,[NDC-SUPPORT] [OrderCreate] Excepción no controlada al crear reserva,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15448,MANTENIMIENTO IB.COM,INCIDENT,2021-01-08T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,123,SIN IDENTIFICAR,
INC000001467764,IBERIA,IBERIA,22/12/2020 17:22,,Assigned,[NDCSUPPORT]OrderCreate termina en excepción por valor de entrada no válido,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15439,MANTENIMIENTO IB.COM,INCIDENT,2020-12-23T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,130,SIN IDENTIFICAR,
INC000001467575,IBERIA,IBERIA,22/12/2020 12:14,,Assigned,Data missing for MKT Relations,Soporte Externo Customer Insight,Delivery,Delivery,Media,,Mantenimiento Comercial y CRM,INCIDENT,2020-12-30T00:00:00Z,SOFTWARE FAILURE,,130,SIN IDENTIFICAR,
INC000001467560,IBERIA,IBERIA,22/12/2020 11:19,,Assigned,Lógica Información en los ficheros de Marketing,Soporte Externo Customer Insight,Delivery,Delivery,Media,,Mantenimiento Comercial y CRM,INCIDENT,2021-01-19T00:00:00Z,SOFTWARE FAILURE,,130,SIN IDENTIFICAR,
INC000001467519,IBERIA,IBERIA,22/12/2020 11:25,,Assigned,[NDCSUPPORT]Error en emisión de EMD por falta de información en reserva,gar_front_ibis_wcs,Delivery,Delivery,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2021-02-26T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,130,SIN IDENTIFICAR,
INC000001466895,IBERIA,IBERIA,21/12/2020 12:25,,Assigned,"[NDCSUPPORT]OrderRetrieve que termina en error, debido a que nuestra respuesta no cumple con el esqu",NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,Se crea el jira https://transform.atlassian.net/browse/NDC-15433,MANTENIMIENTO IB.COM,INCIDENT,2020-12-21T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,131,SIN IDENTIFICAR,
INC000001466069,IBERIA,IBERIA,18/12/2020 13:22,,Assigned,[NDCSUPPORT]Error de emisión de reserva con residentes,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,Creado jira https://transform.atlassian.net/browse/NDC-15432,MANTENIMIENTO IB.COM,INCIDENT,2020-12-21T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,134,SIN IDENTIFICAR,
INC000001466045,IBERIA,IBERIA,18/12/2020 13:08,,Assigned,"Office 365: error en el correo, pide contraseña constantemente",Microsoft o365 Infrastructure,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2020-12-18T00:00:00Z,SOFTWARE FAILURE,,134,NEO-MARTINEZ VILLERGAS 49,"PROC. VENTA, SOPORTE Y CO (AC0EV1)"
INC000001465976,OTHERS,IAG GBS,18/12/2020 07:53,,Assigned,Error while creating AUC assets,FINANCE-SUPPORT-ELS,Delivery,Delivery,Media,,Mantenimiento Financiero,INCIDENT,2020-12-18T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,134,Cracovia,
INC000001465970,IBERIA,IBERIA,18/12/2020 06:49,,Assigned,fallo en oracle,ORACLE-ACS-WCS-SUPPORT,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2020-12-18T00:00:00Z,ACCESS FAILURE,,134,BCN AEROPUERTO,CAP BARCELONA (AHABS0MK)
INC000001465453,IBERIA,IBERIA,16/12/2020 17:15,,Assigned,[NDCSUPPORT]Dispo de asientos devuelve servicio no disponible cuando se observa mapa de asientos en,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,Creado jira https://transform.atlassian.net/browse/NDC-15431,MANTENIMIENTO IB.COM,INCIDENT,2020-12-21T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,136,SIN IDENTIFICAR,
INC000001464906,IBERIA,IBERIA,15/12/2020 16:14,,Assigned,Error en la creación de la tabla BEACU.TACUPAX via CRQ000000154365,DESAINDRA_ELS,Delivery,Delivery,Baja,,Mantenimiento COBOL,INCIDENT,2020-12-15T00:00:00Z,DATA ISSUE,,137,SIN IDENTIFICAR,
INC000001464663,IBERIA,IBERIA,15/12/2020 08:56,,Assigned,[NDCSUPPORT]OrderView v17 vuelos desordenados en etiquetas services,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15430,MANTENIMIENTO IB.COM,INCIDENT,2020-12-21T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,137,SIN IDENTIFICAR,
INC000001464641,OTHERS,IAG GBS,15/12/2020 07:14,,Assigned,Level 2 of WBS is visible in Ariba,FINANCE-SUPPORT-ELS,Delivery,Delivery,Baja,,Mantenimiento Financiero,INCIDENT,2020-12-15T00:00:00Z,SOFTWARE WARNING,,137,Cracovia,
INC000001464141,IBERIA,IBERIA,14/12/2020 14:29,,Assigned,[ICC002] SALESFORCE SERVICE CLOUD,IB_ONCALL_CRM,Application Tower,Comercial y CRM,Media,,Mantenimiento Comercial y CRM,INCIDENT,2021-04-21T00:00:00Z,SOFTWARE FAILURE,,138,NEO-MARTINEZ VILLERGAS 49,CUSTOMER CENTER B2B & CLA (BCLMI0)
INC000001463923,IBERIA,IBERIA,14/12/2020 07:10,,In Progress,Importes de EMDs,APP_WAR_PSS-BASELINE,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,2021-01-07T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,138,SIN IDENTIFICAR,
INC000001463920,IBERIA,IBERIA,14/12/2020 07:08,,In Progress,Ticket reemitidos,APP_WAR_PSS-BASELINE,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,2021-01-07T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,138,SIN IDENTIFICAR,
INC000001463377,IBERIA,IBERIA,11/12/2020 10:45,,In Progress,Billetes con forma de pago MSCA-GC,APP_WAR_PSS-BASELINE,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,2021-03-12T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,141,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001462856,IBERIA,IBERIA,10/12/2020 10:24,,Assigned,Office 365: Problema correo,Microsoft o365 Infrastructure,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2020-12-10T00:00:00Z,SOFTWARE FAILURE,,142,SIN IDENTIFICAR,
INC000001460633,IBERIA,IBERIA,04/12/2020 10:19,,Assigned,problema pago seguro a través de PCI PAL e introducimos el código pin en la botonera de Salesforce,Soporte Externo Salesforce Service,Delivery,Delivery,Media,,Mantenimiento Comercial y CRM,INCIDENT,2020-12-04T00:00:00Z,SOFTWARE FAILURE,,148,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),CUSTOMER CENTER B2C (ALCO00)
INC000001459762,IBERIA,IBERIA,02/12/2020 11:31,,Assigned,LINUX_sun - 1070_prd_ibcom::Dynatrace::AncillariesImplResourceV05::FAILURE_RATE_INCREASED,IBCOM_BOB_GAR,Delivery,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2020-12-02T00:00:00Z,PERFORMANCE ISSUE,,150,SIN IDENTIFICAR,
INC000001459523,IBERIA,IBERIA,02/12/2020 08:57,,Assigned,Reseteo contraseña ORACLE Financials,ORACLE-ACS-WCS-SUPPORT,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2020-12-03T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,150,SIN IDENTIFICAR,
INC000001458762,IBERIA,IBERIA,30/11/2020 18:40,,Assigned,El iframe de pagos para Serviberia no funciona en producción,Soporte Externo Salesforce Service,Delivery,Delivery,Baja,,Mantenimiento Comercial y CRM,INCIDENT,2020-12-03T00:00:00Z,SOFTWARE FAILURE,,152,SIN IDENTIFICAR,
INC000001458437,IBERIA,IBERIA,30/11/2020 12:45,,In Progress,[ICC002] SALESFORCE SERVICE CLOUD,Soporte Externo Customer Insight,Delivery,Delivery,Media,Records have been uploaded.,Mantenimiento Comercial y CRM,INCIDENT,2021-02-04T00:00:00Z,SOFTWARE FAILURE,,152,NEO-MARTINEZ VILLERGAS 49,CRM & MARKETING AUTOMATIO (BCLCI0)
INC000001458357,IBERIA,IBERIA,30/11/2020 09:46,,Assigned,[NDCSUPPORT] 504_Gateway_Timeout_API in NDC services,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,Netplus stated non 504 transactions reached Tokenizador.,MANTENIMIENTO IB.COM,INCIDENT,2021-01-18T00:00:00Z,COMMUNICATIONS FAILURE,,152,SIN IDENTIFICAR,
INC000001457274,IBERIA,IBERIA,26/11/2020 19:29,,Assigned,[ECO002] SITA AMS // KEPLER,SECOPSNIIT,Seguridad,Seguridad,Media,,Unidad Seguridad Informática,INCIDENT,2020-12-02T00:00:00Z,ACCESS FAILURE,,156,BIO AEROPUERTO,PRODUCCION_PASAJEROS (AHAIS00S)
INC000001457167,IBERIA,IBERIA,26/11/2020 17:49,,In Progress,Problemas al emitir bonos con el código F0LA,APP_WAR_PSS-BASELINE,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,2020-11-26T00:00:00Z,SOFTWARE FAILURE,,156,SIN IDENTIFICAR,
INC000001457123,IBERIA,IBERIA,26/11/2020 14:07,,Assigned,"[NDCSUPPORT]OrderCreate V16 se produce un time_out en el pago, se cancela la reserva pero no se inte",NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Media,https://transform.atlassian.net/browse/NDC-15379,MANTENIMIENTO IB.COM,INCIDENT,2020-11-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,156,SIN IDENTIFICAR,
INC000001457120,IBERIA,IBERIA,26/11/2020 14:15,,Assigned,entorno caído http://asofinanlpre.ib:8000/OA_HTML/AppsLogin,ORACLE-ACS-WCS-SUPPORT,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-02-01T00:00:00Z,SOFTWARE FAILURE,,156,SIN IDENTIFICAR,
INC000001457019,IBERIA,IBERIA,26/11/2020 13:34,,Assigned,Not receiving server alerts on emails,EMAIL ENCRYPTION AND SECURITY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2020-12-24T00:00:00Z,SOFTWARE FAILURE,,156,SIN IDENTIFICAR,
INC000001456976,IBERIA,IBERIA,26/11/2020 09:51,,In Progress,"Revisando el caso, se ha comprobado que en MDM, para el id_golden_record afectado",Soporte Externo Customer Insight,Delivery,Delivery,Media,Record has been updated correctly.,Mantenimiento Comercial y CRM,INCIDENT,2021-02-04T00:00:00Z,SOFTWARE FAILURE,,156,SIN IDENTIFICAR,
INC000001456611,IBERIA,IBERIA,25/11/2020 12:57,,Assigned,[NDCSUPPORT]Error no controlado en airdocIssue por modificación externa,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15378,MANTENIMIENTO IB.COM,INCIDENT,2020-11-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,157,SIN IDENTIFICAR,
INC000001456539,IBERIA,IBERIA,25/11/2020 12:40,,Assigned,[COM] En consola de Cybersource se muestran transacciones con email génerico “null@cybersource.com”,gar_front_ibis_wcs,Delivery,Delivery,Media,"It was identified that ""null@cybersource.com"" is coming for the PNR, which do not have an email. For these cases, as Cybersource indicates, the email field cannot be empty, since it would give an ERROR, so ""null@cybersource.com"". appearing. yes We have noticed very in cases email id is appearing but in the line ""SSR CCTM"" . Hence it is not possible to pick up and present. So this case can be closed as working as design",MANTENIMIENTO IB.COM,INCIDENT,2020-12-15T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,157,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001456430,IBERIA,IBERIA,25/11/2020 08:58,,Assigned,incidencia Oracle SQL Developer,ORACLE-ACS-WCS-SUPPORT,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2020-11-27T00:00:00Z,SOFTWARE FAILURE,,157,EDIF.110 - ALMACENES GENERALES,RESP. FACT. INTERL Y AG D (3KEMV0)
INC000001456174,IBERIA,IBERIA,24/11/2020 16:15,,Assigned,Control-M Server: Shout by orderno: 0005932f El N51O02S ha fallado,FINANCE-SUPPORT-ELS,Delivery,Delivery,Baja,,Mantenimiento Financiero,INCIDENT,2020-11-26T00:00:00Z,SOFTWARE FAILURE,,158,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001455166,IBERIA,IBERIA,23/11/2020 10:20,,Assigned,I1-SOC-127: I1-CommandAndControl-T1571-OutboundTrafficFromUncommonPort-SPL001,SECOPSNIIT,Seguridad,Seguridad,Media,,Unidad Seguridad Informática,INCIDENT,2020-11-25T00:00:00Z,SECURITY ISSUE,,159,SIN IDENTIFICAR,
INC000001455137,IBERIA,IBERIA,23/11/2020 10:17,,Assigned,Fallo Software: error acceso outlook,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,159,XRY AEROPUERTO,JEREZ RAMPA (AHASX0AR)
INC000001454444,IBERIA,IBERIA,20/11/2020 13:47,,Assigned,[NDC-SUPPORT] [OrderRetrieve] Error de esquema al recuperar reserva reutilizada en Resiber,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15377,MANTENIMIENTO IB.COM,INCIDENT,2021-03-24T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,162,SIN IDENTIFICAR,
INC000001454268,IBERIA,IBERIA,20/11/2020 10:06,,Assigned,I1_SOC-64: I1-InitialAccess-T1078.001-DefaultAccountLoginAttemptDetectedWindows-SPL001,SECOPSNIIT,Seguridad,Seguridad,Media,,Unidad Seguridad Informática,INCIDENT,2020-12-03T00:00:00Z,SECURITY ISSUE,,162,SIN IDENTIFICAR,
INC000001454251,IBERIA,IBERIA,20/11/2020 08:57,,Assigned,[NDCSUPPORT]Error en emisión de EMDs por valor incorrecto de pago,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15376,MANTENIMIENTO IB.COM,INCIDENT,2020-11-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,162,SIN IDENTIFICAR,
INC000001454007,IBERIA,IBERIA,19/11/2020 14:08,,Assigned,"confirmation emails are failing (T_confirmacion_compra_PRO),",gar_front_ibis_wcs,Delivery,Delivery,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2020-12-04T00:00:00Z,DATA ISSUE,DATA LOST,163,SIN IDENTIFICAR,
INC000001453452,IBERIA,IBERIA,18/11/2020 11:19,,Assigned,Fallo Software: Office 365:Correo compartido,Microsoft o365 Infrastructure,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2020-11-20T00:00:00Z,SOFTWARE FAILURE,,164,NEO-MARTINEZ VILLERGAS 49,PRODUCTOS ESPECIALES (ACRM30)
INC000001452948,IBERIA,IBERIA,17/11/2020 14:31,,Assigned,"[NDCSUPPORT]Filas de avión perdidas en dispo de asientos, en el mapa de asientos interno sí están",NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15375,MANTENIMIENTO IB.COM,INCIDENT,2020-11-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,165,SIN IDENTIFICAR,
INC000001452842,IBERIA,IBERIA,17/11/2020 11:06,,Assigned,[SRV] BONO | Anulación BD 1159245 lanzada pero no se realiza.,gar_front_ibis_wcs,Delivery,Delivery,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2020-11-25T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,165,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001452489,IBERIA,IBERIA,16/11/2020 13:53,,Assigned,Idioma EN Salesforce,Soporte Externo Salesforce Service,Delivery,Delivery,Media,Marketing,Mantenimiento Comercial y CRM,INCIDENT,2021-04-29T00:00:00Z,ACCESS FAILURE,,166,SIN IDENTIFICAR,
INC000001451273,IBERIA,IBERIA,12/11/2020 15:42,,Assigned,[NDCSUPPORT] BBDD > Diferentes tamaños en campo AGGREGATORS_NAME,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2020-12-17T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,170,SIN IDENTIFICAR,
INC000001451091,IBERIA,IBERIA,12/11/2020 12:13,,Assigned,[COM] Bonos| Algoritmo incorrecto para fusión de bonos con 10% - Genera Fusión igual a bono original,gar_front_ibis_wcs,Delivery,Delivery,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2020-11-25T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,170,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001450987,IBERIA,IBERIA,12/11/2020 09:56,,Assigned,Caso phishing.,Microsoft o365 Infrastructure,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2020-11-16T00:00:00Z,SECURITY ISSUE.CYBERATTACKS,PHISING,170,BCN AEROPUERTO,PUENTE AEREO PAX (AHABS0XK)
INC000001450954,IBERIA,IBERIA,12/11/2020 03:26,,Assigned,IB_Default_account_activity - Windows,SECOPSNIIT,Seguridad,Seguridad,Media,,Unidad Seguridad Informática,INCIDENT,2020-11-17T00:00:00Z,SECURITY ISSUE,,170,SIN IDENTIFICAR,
INC000001450484,IBERIA,IBERIA,11/11/2020 08:39,,Assigned,[ICC002] INCIDENCE WITH CLAIMS AUTOMATION I - EXPEDIENTES GOING INTO COLA A,APP_AIP,Application Tower,BI,Media,,Mantenimiento AIP,INCIDENT,2020-11-13T00:00:00Z,SOFTWARE FAILURE,,171,NEO-MARTINEZ VILLERGAS 49,CUSTOMER CENTER B2B & CLA (BCLMI0)
INC000001450257,IBERIA,IBERIA,10/11/2020 13:51,,Assigned,Problem with Iberia OID,Microsoft o365 Infrastructure,Server Tower,Server Tower,Media,Sorry SSI. I am not sure whom to assign this issue. It is something regarding configuration of office id. We are not the correct group.,Unidad de Operaciones Ordenadores,INCIDENT,2020-11-12T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,172,SIN IDENTIFICAR,
INC000001449375,IBERIA,IBERIA,08/11/2020 13:41,,Assigned,LINUX_ibm - zl1.ib : Filesystem opt-MBE is occupied 90.00%. Call out to SOPORTE LINUX-SISTEMA OPERAT,gar_front_ibis_wcs,Delivery,Delivery,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-02-26T00:00:00Z,PERFORMANCE ISSUE,,174,SIN IDENTIFICAR,
INC000001448923,IBERIA,IBERIA,06/11/2020 13:46,,Assigned,[COM] CKI [UGP6UZ] | Error “Upgrade acceptance error” al hacer CKI,gar_front_ibis_wcs,Delivery,Delivery,Baja,https://transform.atlassian.net/browse/DR-1671,MANTENIMIENTO IB.COM,INCIDENT,2020-12-10T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,176,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001448487,IBERIA,IBERIA,05/11/2020 14:21,,Pending,[COM] RED [IB+] Error en página de pasajeros que bloquea flujo de redención en algunas rutas,Digital Business,Application Tower,Ib.com,Media,[DS 19/02/2021] se bloquea esta incidencia porque directamente no hay dispo de AA : INC000001492520: RED | REDENCION – No se ofrece disponibilidad de vuelos AA,MANTENIMIENTO IB.COM,INCIDENT,2021-02-19T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,177,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001444910,IBERIA,IBERIA,28/10/2020 09:54,,Assigned,[SRV] MMB| WEFC5G ancillary_summary devuelve 2 maletas cuando sólo hay 1 en el LIMALC,gar_front_ibis_wcs,Delivery,Delivery,Baja,https://transform.atlassian.net/browse/ATQ-1061,MANTENIMIENTO IB.COM,INCIDENT,2020-11-25T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,185,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001444517,IBERIA,IBERIA,27/10/2020 13:26,,Assigned,[NDC-SUPPORT] [OrderRetrieve] Controlar errores en tarifas al recuperar reservas modificadas fuera,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15216,MANTENIMIENTO IB.COM,INCIDENT,2020-11-03T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,186,SIN IDENTIFICAR,
INC000001444444,IBERIA,IBERIA,27/10/2020 12:59,,Pending,BA 1078120 CUST:CIP:On Business OB20600034 -cliente reclama que le han expirado el doble de puntos.,BA_ITSC NEW,Service Ops Tower,Service Ops Tower,Baja,,Unidad Control del Servicio,INCIDENT,2021-04-21T00:00:00Z,SOFTWARE FAILURE,,186,SIN IDENTIFICAR,
INC000001442941,IBERIA,IBERIA,23/10/2020 10:40,,Assigned,LINUX_sun - wlcarga2.ib : WebLogic IAGCargo2^IAGCargo2 Server connect Error. Call to WEBLOGIC-Server,APP_AIP,Application Tower,BI,Media,,Mantenimiento AIP,INCIDENT,2020-10-24T00:00:00Z,PERFORMANCE ISSUE,,190,SIN IDENTIFICAR,
INC000001441818,IBERIA,IBERIA,20/10/2020 22:22,,Assigned,Office 365: error SAML 1.1,Microsoft o365 Infrastructure,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2020-11-24T00:00:00Z,SOFTWARE FAILURE,,193,TERMINAL T4,DESPACHO AVIONES_AG. ADM. (AHMDC01A)
INC000001441645,IBERIA,IBERIA,20/10/2020 16:29,,Assigned,"[NDCSUPPORT]Cambio voluntario, se aplica el cambio pero termina en error",NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15114,MANTENIMIENTO IB.COM,INCIDENT,2020-10-20T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,193,SIN IDENTIFICAR,
INC000001441595,IBERIA,IBERIA,20/10/2020 13:32,,Assigned,[NDCSUPPORT]Errores en cancelaciones de reserva,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,"Comprueben la oficina del reembolso, el texto que se enta devolviendo es: ""INVALID OFFICE OF REFUND'.",MANTENIMIENTO IB.COM,INCIDENT,2020-11-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,193,SIN IDENTIFICAR,
INC000001439701,IBERIA,IBERIA,16/10/2020 11:29,,Assigned,[SRV] BKI | Reservas en RESIBER - excepcion ass-fass cuando datos pax tienen carácteres especiales,gar_front_ibis_wcs,Delivery,Delivery,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2021-02-09T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,197,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001439212,IBERIA,IBERIA,15/10/2020 12:35,,In Progress,[ICC001] ICAR en SF,Soporte Externo Customer Insight,Delivery,Delivery,Media,The information was reprocessed correctly.,Mantenimiento Comercial y CRM,INCIDENT,2021-02-04T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,198,NEO-MARTINEZ VILLERGAS 49,CRM & MARKETING AUTOMATIO (BCLCI0)
INC000001438797,IBERIA,IBERIA,14/10/2020 16:58,,Assigned,[SRV] CKI | [RIZQ44] Items pte de pago aunque están emitidos & emisión doble por mismo item,gar_front_ibis_wcs,Delivery,Delivery,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2020-10-14T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,199,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001437784,IBERIA,IBERIA,13/10/2020 01:03,,Assigned,VD change request,ORACLE-ACS-WCS-SUPPORT,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2020-10-13T00:00:00Z,ACCESS FAILURE,,200,SIN IDENTIFICAR,
